,TeamID,yr,school,pct_win_rd,rd
748,1274,2022,miami,0.4,5
749,1274,2022,miami,0.2,6
750,1168,2022,csu fullerton,4.4,1
751,1168,2022,csu fullerton,1.7,2
752,1168,2022,csu fullerton,0.9,3
753,1168,2022,csu fullerton,0.3,4
754,1168,2022,csu fullerton,0.1,5
755,1168,2022,csu fullerton,0.1,6
756,1240,2022,j'ville st,5.0,1
757,1240,2022,j'ville st,1.9,2
758,1240,2022,j'ville st,0.9,3
759,1240,2022,j'ville st,0.3,4
760,1240,2022,j'ville st,0.1,5
761,1240,2022,j'ville st,0.1,6
762,1101,2021,abil christian,8.6,1
763,1101,2021,abil christian,3.0,2
764,1101,2021,abil christian,0.9,3
765,1101,2021,abil christian,0.4,4
766,1101,2021,abil christian,0.1,5
767,1101,2021,abil christian,0.1,6
