,TeamID,yr,school,pct_win_rd,rd
712,1452,2021,west virginia,3.1,5
713,1452,2021,west virginia,1.1,6
714,1457,2021,winthrop,26.9,1
715,1457,2021,winthrop,7.8,2
716,1457,2021,winthrop,1.2,3
717,1457,2021,winthrop,0.5,4
718,1457,2021,winthrop,0.2,5
719,1457,2021,winthrop,0.1,6
720,1458,2021,wisconsin,46.4,1
721,1458,2021,wisconsin,7.1,2
722,1458,2021,wisconsin,3.4,3
723,1458,2021,wisconsin,1.4,4
724,1458,2021,wisconsin,0.6,5
725,1458,2021,wisconsin,0.3,6
726,1458,2022,wisconsin,88.5,1
727,1458,2022,wisconsin,63.0,2
728,1458,2022,wisconsin,27.4,3
729,1458,2022,wisconsin,9.6,4
730,1458,2022,wisconsin,3.4,5
731,1458,2022,wisconsin,1.3,6
732,1460,2022,wright state,3.1,1
733,1460,2022,wright state,1.5,2
734,1460,2022,wright state,0.8,3
735,1460,2022,wright state,0.5,4
736,1460,2022,wright state,0.2,5
737,1460,2022,wright state,0.1,6
738,1463,2022,yale,7.5,1
739,1463,2022,yale,2.4,2
740,1463,2022,yale,0.8,3
741,1463,2022,yale,0.3,4
742,1463,2022,yale,0.1,5
743,1463,2022,yale,0.1,6
744,1274,2022,miami,44.8,1
745,1274,2022,miami,8.7,2
746,1274,2022,miami,3.3,3
747,1274,2022,miami,1.0,4
