TeamID,Season,school,returning_min_pct,returning_score_pct,avg_height,avg_yr
1396,2012,temple,71.5,72.0,77,2.2
1400,2012,texas,15.4,17.0,77,1.1
1435,2012,vanderbilt,95.1,97.2,78,2.2
1436,2012,vermont,60.6,56.4,77,1.4
1438,2012,virginia,72.6,69.0,77,2.0
1433,2012,virginia-commonwealth,42.1,39.1,77,1.4
1452,2012,west-virginia,39.1,44.6,77,1.4
1443,2012,western-kentucky,39.3,26.4,77,0.6
1443,2012,western-kentucky,39.3,26.4,77,0.6
1455,2012,wichita-state,57.0,60.4,77,1.7
1458,2012,wisconsin,54.0,51.4,77,1.8
1462,2012,xavier,59.1,69.2,77,2.1
1103,2011,akron,61.1,58.3,77,2.0
1412,2011,alabama-birmingham,48.5,40.3,76,1.4
1106,2011,alabama-state,65.8,59.5,76,1.2
1112,2011,arizona,83.2,79.5,77,1.2
1114,2011,arkansas-little-rock,63.8,71.9,75,1.2
1125,2011,belmont,86.7,86.1,77,1.6
1131,2011,boston-university,42.1,50.0,76,1.5
1140,2011,brigham-young,57.2,61.4,77,1.8
1137,2011,bucknell,89.1,86.4,77,1.5
1139,2011,butler,63.1,59.8,76,2.0
1364,2011,california-santa-barbara,80.1,79.3,77,2.1
1153,2011,cincinnati,63.7,60.9,78,1.9
1155,2011,clemson,70.6,68.2,76,2.0
1163,2011,connecticut,43.6,36.1,78,0.9
1181,2011,duke,57.9,62.0,78,1.7
1196,2011,florida,79.6,89.7,77,1.7
1199,2011,florida-state,71.3,69.2,79,1.3
1206,2011,george-mason,80.9,82.9,77,1.9
1207,2011,georgetown,82.1,77.7,77,1.9
1208,2011,georgia,66.3,75.8,77,1.9
1211,2011,gonzaga,67.4,68.2,78,1.3
1214,2011,hampton,65.5,59.1,77,1.5
1228,2011,illinois,85.5,89.4,79,2.0
1232,2011,indiana-state,58.6,58.8,77,1.4
1242,2011,kansas,54.3,48.5,78,1.9
1243,2011,kansas-state,61.9,66.5,77,1.4
1246,2011,kentucky,18.4,13.4,79,1.0
1254,2011,long-island-university,79.2,73.9,75,1.5
1257,2011,louisville,37.7,33.7,76,1.6
1266,2011,marquette,51.3,52.6,77,1.0
1272,2011,memphis,31.9,33.7,77,0.6
1276,2011,michigan,47.1,30.9,77,0.9
1277,2011,michigan-state,72.3,71.7,77,1.9
1281,2011,missouri,56.2,65.7,77,1.3
1287,2011,morehead-state,51.6,58.3,76,1.9
1424,2011,nevada-las-vegas,72.3,73.9,77,1.8
1314,2011,north-carolina,43.4,40.9,79,1.1
1421,2011,north-carolina-asheville,83.1,85.4,76,1.7
1294,2011,northern-colorado,64.5,65.0,77,1.9
1323,2011,notre-dame,59.2,57.8,78,1.8
1324,2011,oakland,58.0,61.6,77,1.9
1326,2011,ohio-state,65.8,62.6,78,1.7
1330,2011,old-dominion,73.9,68.8,77,2.4
1336,2011,penn-state,70.8,73.7,77,2.5
1338,2011,pittsburgh,84.3,86.0,77,2.3
1343,2011,princeton,63.9,74.9,78,1.8
1345,2011,purdue,60.5,62.7,77,1.8
1350,2011,richmond,69.4,66.8,77,2.3
1389,2011,saint-peters,92.8,96.5,76,1.9
1361,2011,san-diego-state,82.2,82.8,78,1.9
1425,2011,southern-california,44.1,42.1,76,1.7
1385,2011,st-johns-ny,88.1,89.7,76,2.0
1393,2011,syracuse,53.6,52.0,78,1.4
1396,2011,temple,61.1,65.6,78,1.8
1397,2011,tennessee,57.2,51.4,78,1.9
1400,2011,texas,49.1,44.2,77,1.4
1401,2011,texas-am,65.9,56.1,77,1.9
1427,2011,texas-san-antonio,25.4,29.8,77,1.1
1417,2011,ucla,53.4,52.3,78,0.9
1429,2011,utah-state,73.5,74.7,77,2.2
1435,2011,vanderbilt,68.3,60.8,78,1.6
1437,2011,villanova,66.2,62.7,78,1.9
1433,2011,virginia-commonwealth,69.2,66.6,76,2.1
1449,2011,washington,70.0,63.6,77,1.8
1452,2011,west-virginia,55.5,52.1,77,2.3
1458,2011,wisconsin,65.5,59.8,78,2.0
1459,2011,wofford,75.6,79.6,75,2.3
1462,2011,xavier,63.5,53.0,77,2.0
1115,2010,arkansas-pine-bluff,88.7,90.8,76,1.8
1124,2010,baylor,46.7,46.9,78,1.7
1140,2010,brigham-young,78.4,74.5,77,1.5
1139,2010,butler,100.0,100.0,76,1.7
1143,2010,california,80.9,87.9,77,2.4
1364,2010,california-santa-barbara,66.7,60.8,77,1.4
1155,2010,clemson,60.7,54.9,77,1.6
1165,2010,cornell,86.7,90.0,77,2.2
1181,2010,duke,60.4,64.1,79,2.0
1190,2010,east-tennessee-state,50.8,41.2,76,1.1
1196,2010,florida,65.5,63.4,77,1.5
1199,2010,florida-state,71.4,57.4,79,1.3
1207,2010,georgetown,68.5,67.7,78,1.3
1210,2010,georgia-tech,71.7,65.6,76,1.3
1211,2010,gonzaga,39.1,35.2,76,1.3
1222,2010,houston,54.2,62.8,76,1.1
1242,2010,kansas,89.3,90.4,78,1.4
1243,2010,kansas-state,63.8,65.6,77,1.7
1246,2010,kentucky,62.4,56.7,79,0.8
1250,2010,lehigh,81.6,87.3,76,1.6
1257,2010,louisville,54.8,55.2,77,1.6
1266,2010,marquette,39.5,34.3,75,1.6
1268,2010,maryland,83.7,85.7,78,2.0
1277,2010,michigan-state,67.9,76.0,76,1.6
1278,2010,minnesota,86.7,88.5,77,1.6
1281,2010,missouri,62.7,50.6,78,1.5
1285,2010,montana,68.4,70.4,76,1.5
1288,2010,morgan-state,44.6,52.1,77,1.3
1293,2010,murray-state,71.2,74.6,76,1.7
1424,2010,nevada-las-vegas,45.6,42.0,77,1.3
1307,2010,new-mexico,54.0,45.8,77,1.2
1308,2010,new-mexico-state,94.0,97.0,76,1.6
1317,2010,north-texas,66.5,68.1,77,1.5
1320,2010,northern-iowa,90.4,92.1,77,1.7
1323,2010,notre-dame,47.0,53.2,77,2.1
1324,2010,oakland,68.3,66.1,77,2.1
1325,2010,ohio,47.0,42.5,77,1.4
1326,2010,ohio-state,88.0,86.2,78,1.9
1329,2010,oklahoma-state,56.7,58.1,76,1.5
1330,2010,old-dominion,89.3,92.6,77,1.9
1338,2010,pittsburgh,42.5,33.4,76,1.4
1345,2010,purdue,81.6,82.9,77,1.8
1350,2010,richmond,86.0,87.1,76,2.2
1352,2010,robert-morris,63.8,60.8,76,1.2
1388,2010,saint-marys-ca,43.0,40.4,78,1.5
1358,2010,sam-houston-state,68.7,75.3,75,1.3
1361,2010,san-diego-state,36.3,33.1,76,1.3
1373,2010,siena,80.6,78.9,77,2.2
1393,2010,syracuse,44.5,41.2,78,1.7
1396,2010,temple,57.6,50.7,78,1.8
1397,2010,tennessee,88.0,93.1,78,1.9
1400,2010,texas,71.1,69.9,77,1.5
1401,2010,texas-am,72.0,66.1,76,1.7
1431,2010,texas-el-paso,63.8,53.9,76,1.7
1429,2010,utah-state,72.7,66.6,77,1.3
1435,2010,vanderbilt,91.1,92.5,78,1.5
1436,2010,vermont,66.2,61.3,76,2.0
1437,2010,villanova,63.1,61.7,77,1.6
1448,2010,wake-forest,62.9,53.3,78,1.8
1449,2010,washington,69.0,60.8,76,1.5
1452,2010,west-virginia,80.3,78.0,78,1.8
1457,2010,winthrop,80.5,77.3,77,1.3
1458,2010,wisconsin,66.7,65.8,76,1.9
1459,2010,wofford,91.2,94.6,75,1.6
1462,2010,xavier,56.4,47.3,77,1.4
1103,2009,akron,47.6,41.7,76,1.3
1106,2009,alabama-state,52.3,58.3,76,1.4
1110,2009,american,79.1,84.0,75,2.3
1112,2009,arizona,53.2,57.7,77,1.4
1113,2009,arizona-state,93.0,94.6,77,1.6
1127,2009,binghamton,45.3,37.1,76,1.3
1130,2009,boston-college,66.4,74.4,77,1.2
1140,2009,brigham-young,43.8,52.6,77,1.4
1139,2009,butler,30.2,30.2,76,0.7
1169,2009,cal-state-northridge,59.4,59.7,76,1.3
1143,2009,california,60.0,54.1,77,1.7
1151,2009,chattanooga,60.0,60.9,77,1.9
1155,2009,clemson,66.6,70.5,77,1.6
1156,2009,cleveland-state,68.6,73.0,76,2.0
1163,2009,connecticut,88.3,89.9,78,2.0
1165,2009,cornell,84.4,84.0,77,1.6
1173,2009,dayton,56.4,51.8,77,1.4
1181,2009,duke,79.5,75.8,78,1.7
1190,2009,east-tennessee-state,51.0,54.5,77,1.3
1199,2009,florida-state,46.6,45.0,76,1.3
1211,2009,gonzaga,76.0,77.2,78,2.0
1228,2009,illinois,67.8,59.5,76,1.7
1242,2009,kansas,17.8,16.9,77,0.8
1261,2009,louisiana-state,77.8,74.0,78,2.0
1257,2009,louisville,73.8,69.6,77,1.7
1266,2009,marquette,78.7,84.6,76,2.3
1268,2009,maryland,68.9,62.8,78,1.6
1272,2009,memphis,51.5,46.1,79,1.6
1276,2009,michigan,73.5,81.1,76,1.3
1277,2009,michigan-state,73.6,74.5,77,1.5
1278,2009,minnesota,62.2,52.5,77,1.1
1280,2009,mississippi-state,53.7,42.3,77,1.0
1281,2009,missouri,50.2,56.0,78,1.7
1287,2009,morehead-state,63.6,71.1,76,0.9
1288,2009,morgan-state,47.2,49.2,76,1.5
1314,2009,north-carolina,85.2,91.5,77,2.0
1295,2009,north-dakota-state,,,77,
1320,2009,northern-iowa,58.1,53.2,76,1.1
1326,2009,ohio-state,46.1,37.2,78,0.6
1328,2009,oklahoma,68.8,69.3,78,1.6
1329,2009,oklahoma-state,74.8,81.0,76,1.6
1338,2009,pittsburgh,66.1,71.1,76,1.7
1340,2009,portland-state,53.3,52.2,75,1.8
1345,2009,purdue,81.9,82.2,77,1.3
1347,2009,radford,89.0,92.1,77,1.9
1352,2009,robert-morris,65.3,59.3,76,1.6
1373,2009,siena,81.1,84.7,77,1.8
1425,2009,southern-california,55.2,47.2,76,1.4
1372,2009,stephen-f-austin,75.2,80.2,75,1.4
1393,2009,syracuse,72.5,70.8,77,1.7
1396,2009,temple,70.5,67.6,78,1.9
1397,2009,tennessee,,,79,
1400,2009,texas,79.3,73.3,76,1.8
1401,2009,texas-am,60.0,59.9,77,1.7
1417,2009,ucla,47.2,43.0,76,2.1
1428,2009,utah,83.3,76.7,78,2.1
1429,2009,utah-state,44.0,43.1,77,0.7
1437,2009,villanova,94.5,93.5,77,2.0
1433,2009,virginia-commonwealth,62.1,59.4,76,1.2
1448,2009,wake-forest,88.6,91.5,76,1.3
1449,2009,washington,68.9,71.9,76,1.4
1452,2009,west-virginia,58.8,59.2,78,1.2
1443,2009,western-kentucky,50.4,39.4,77,1.5
1458,2009,wisconsin,65.8,61.9,77,1.9
1462,2009,xavier,53.3,53.1,78,1.6
